Chr	Position	Chr_Pos	ModStatus	CMC	Mod
28S	3566	28S_3566	Unm	Unm	No
28S	3567	28S_3567	Unm	Unm	No
28S	3568	28S_3568	Unm	Unm	No
28S	3569	28S_3569	Unm	Unm	No
28S	3570	28S_3570	Unm	Unm	No
28S	3571	28S_3571	Unm	Unm	No
28S	3572	28S_3572	Unm	Unm	Yes
28S	3573	28S_3573	Unm	Unm	Yes
28S	3579	28S_3579	Unm	Unm	Yes
28S	3580	28S_3580	Unm	Unm	Yes
28S	3581	28S_3581	Unm	Unm	No
28S	3582	28S_3582	Unm	Unm	No
28S	3583	28S_3583	Unm	Unm	No
28S	3584	28S_3584	Unm	Unm	No
28S	3585	28S_3585	Unm	Unm	No
28S	3586	28S_3586	Unm	Unm	No
28S	3587	28S_3587	Unm	Unm	No
28S	3588	28S_3588	Unm	Unm	No
28S	3589	28S_3589	Unm	Unm	No
28S	3590	28S_3590	Unm	Unm	No
28S	3591	28S_3591	Unm	Unm	No
28S	3592	28S_3592	Unm	Unm	No
28S	3593	28S_3593	Unm	Unm	No
28S	3594	28S_3594	Unm	Unm	No
28S	3595	28S_3595	Unm	Unm	No
28S	3596	28S_3596	Unm	Unm	No
28S	3597	28S_3597	Unm	Unm	No
28S	3598	28S_3598	Unm	Unm	No
28S	3599	28S_3599	Unm	Unm	No
28S	3600	28S_3600	Unm	Unm	No
28S	3601	28S_3601	Unm	Unm	No
28S	3602	28S_3602	Unm	Unm	No
28S	3603	28S_3603	Unm	Unm	No
28S	3604	28S_3604	Unm	Unm	No
28S	3605	28S_3605	Unm	Unm	No
28S	3606	28S_3606	Unm	Unm	No
28S	3607	28S_3607	Unm	Unm	No
28S	3608	28S_3608	Unm	Unm	No
28S	3609	28S_3609	Unm	Unm	No
28S	3610	28S_3610	Unm	Unm	No
28S	3611	28S_3611	Unm	Unm	Yes
28S	3612	28S_3612	Unm	Unm	Yes
28S	3618	28S_3618	Unm	Unm	Yes
28S	3619	28S_3619	Unm	Unm	Yes
28S	3620	28S_3620	Unm	Unm	No
28S	3621	28S_3621	Unm	Unm	No
28S	3622	28S_3622	Unm	Unm	No
28S	3623	28S_3623	Unm	Unm	No
28S	3624	28S_3624	Unm	Unm	No
28S	3625	28S_3625	Unm	Unm	No
28S	3626	28S_3626	Unm	Unm	No
28S	3627	28S_3627	Unm	Unm	No
28S	3628	28S_3628	Unm	Unm	No
28S	3629	28S_3629	Unm	Unm	No
28S	3630	28S_3630	Unm	Unm	No
28S	3631	28S_3631	Unm	Unm	No
28S	3632	28S_3632	Unm	Unm	No
28S	3633	28S_3633	Unm	Unm	No
28S	3634	28S_3634	Unm	Unm	No
28S	3635	28S_3635	Unm	Unm	No
28S	3636	28S_3636	Unm	Unm	No
28S	3637	28S_3637	Unm	Unm	No
28S	3638	28S_3638	Unm	Unm	No
28S	3639	28S_3639	Unm	Unm	No
28S	3640	28S_3640	Unm	Unm	No
28S	3641	28S_3641	Unm	Unm	No
28S	3642	28S_3642	Unm	Unm	No
28S	3643	28S_3643	Unm	Unm	No
28S	3644	28S_3644	Unm	Unm	No
28S	3645	28S_3645	Unm	Unm	No
28S	3646	28S_3646	Unm	Unm	No
28S	3647	28S_3647	Unm	Unm	No
28S	3648	28S_3648	Unm	Unm	No
28S	3649	28S_3649	Unm	Unm	No
28S	3650	28S_3650	Unm	Unm	No
28S	3651	28S_3651	Unm	Unm	No
28S	3652	28S_3652	Unm	Unm	No
28S	3653	28S_3653	Unm	Unm	No
28S	3654	28S_3654	Unm	Unm	No
28S	3655	28S_3655	Unm	Unm	No
28S	3656	28S_3656	Unm	Unm	No
28S	3657	28S_3657	Unm	Unm	No
28S	3658	28S_3658	Unm	Unm	No
28S	3659	28S_3659	Unm	Unm	No
28S	3660	28S_3660	Unm	Unm	No
28S	3661	28S_3661	Unm	Unm	No
28S	3662	28S_3662	Unm	Unm	No
28S	3663	28S_3663	Unm	Unm	No
28S	3664	28S_3664	Unm	Unm	No
28S	3665	28S_3665	Unm	Unm	No
28S	3666	28S_3666	Unm	Unm	No
28S	3667	28S_3667	Unm	Unm	No
28S	3668	28S_3668	Unm	Unm	No
28S	3669	28S_3669	Unm	Unm	No
28S	3670	28S_3670	Unm	Unm	No
28S	3671	28S_3671	Unm	Unm	No
28S	3672	28S_3672	Unm	Unm	No
28S	3673	28S_3673	Unm	Unm	No
28S	3674	28S_3674	Unm	Unm	No
28S	3675	28S_3675	Unm	Unm	No
28S	3676	28S_3676	Unm	Unm	No
28S	3677	28S_3677	Unm	Unm	No
28S	3678	28S_3678	Unm	Unm	No
28S	3679	28S_3679	Unm	Unm	No
28S	3680	28S_3680	Unm	Unm	No
28S	3681	28S_3681	Unm	Unm	No
28S	3682	28S_3682	Unm	Unm	No
28S	3683	28S_3683	Unm	Unm	No
28S	3684	28S_3684	Unm	Unm	No
28S	3685	28S_3685	Unm	Unm	No
28S	3686	28S_3686	Unm	Unm	No
28S	3687	28S_3687	Unm	Unm	No
28S	3688	28S_3688	Unm	Unm	No
28S	3689	28S_3689	Unm	Unm	No
28S	3690	28S_3690	Unm	Unm	No
28S	3691	28S_3691	Unm	Unm	No
28S	3692	28S_3692	Unm	Unm	No
28S	3693	28S_3693	Unm	Unm	No
28S	3694	28S_3694	Unm	Unm	No
28S	3695	28S_3695	Unm	Unm	No
28S	3696	28S_3696	Unm	Unm	No
28S	3697	28S_3697	Unm	Unm	No
28S	3698	28S_3698	Unm	Unm	No
28S	3699	28S_3699	Unm	Unm	No
28S	3700	28S_3700	Unm	Unm	No
28S	3701	28S_3701	Unm	Unm	No
28S	3702	28S_3702	Unm	Unm	No
28S	3703	28S_3703	Unm	Unm	No
28S	3704	28S_3704	Unm	Unm	No
28S	3705	28S_3705	Unm	Unm	No
28S	3706	28S_3706	Unm	Unm	No
28S	3707	28S_3707	Unm	Unm	No
28S	3708	28S_3708	Unm	Unm	No
28S	3709	28S_3709	Unm	Unm	No
28S	3710	28S_3710	Unm	Unm	No
28S	3711	28S_3711	Unm	Unm	No
28S	3712	28S_3712	Unm	Unm	No
28S	3713	28S_3713	Unm	Unm	No
28S	3714	28S_3714	Unm	Unm	No
28S	3715	28S_3715	Unm	Unm	No
28S	3716	28S_3716	Unm	Unm	No
28S	3717	28S_3717	Unm	Unm	No
28S	3718	28S_3718	Unm	Unm	No
28S	3719	28S_3719	Unm	Unm	No
28S	3720	28S_3720	Unm	Unm	No
28S	3721	28S_3721	Unm	Unm	No
28S	3722	28S_3722	Unm	Unm	No
28S	3723	28S_3723	Unm	Unm	No
28S	3724	28S_3724	Unm	Unm	No
28S	3725	28S_3725	Unm	Unm	No
28S	3726	28S_3726	Unm	Unm	No
28S	3727	28S_3727	Unm	Unm	No
28S	3728	28S_3728	Unm	Unm	No
28S	3729	28S_3729	Unm	Unm	No
28S	3730	28S_3730	Unm	Unm	No
28S	3731	28S_3731	Unm	Unm	No
28S	3732	28S_3732	Unm	Unm	No
28S	3733	28S_3733	Unm	Unm	No
28S	3734	28S_3734	Unm	Unm	No
28S	3735	28S_3735	Unm	Unm	No
28S	3736	28S_3736	Unm	Unm	No
28S	3737	28S_3737	Unm	Unm	No
28S	3738	28S_3738	Unm	Unm	No
28S	3739	28S_3739	Unm	Unm	No
28S	3740	28S_3740	Unm	Unm	No
28S	3741	28S_3741	Unm	Unm	No
28S	3742	28S_3742	Unm	Unm	No
28S	3743	28S_3743	Unm	Unm	No
28S	3744	28S_3744	Unm	Unm	No
28S	3745	28S_3745	Unm	Unm	No
28S	3746	28S_3746	Unm	Unm	No
28S	3747	28S_3747	Unm	Unm	No
28S	3748	28S_3748	Unm	Unm	No
28S	3749	28S_3749	Unm	Unm	No
28S	3750	28S_3750	Unm	Unm	No
28S	3751	28S_3751	Unm	Unm	No
28S	3752	28S_3752	Unm	Unm	No
28S	3753	28S_3753	Unm	Unm	No
28S	3754	28S_3754	Unm	Unm	No
28S	3755	28S_3755	Unm	Unm	No
28S	3756	28S_3756	Unm	Unm	No
28S	3757	28S_3757	Unm	Unm	No
28S	3758	28S_3758	Unm	Unm	No
28S	3759	28S_3759	Unm	Unm	No
28S	3760	28S_3760	Unm	Unm	No
28S	3761	28S_3761	Unm	Unm	No
28S	3762	28S_3762	Unm	Unm	No
28S	3763	28S_3763	Unm	Unm	No
28S	3764	28S_3764	Unm	Unm	No
28S	3765	28S_3765	Unm	Unm	No
28S	3766	28S_3766	Unm	Unm	No
28S	3767	28S_3767	Unm	Unm	No
28S	3768	28S_3768	Unm	Unm	No
28S	3769	28S_3769	Unm	Unm	No
28S	3770	28S_3770	Unm	Unm	No
28S	3771	28S_3771	Unm	Unm	No
28S	3772	28S_3772	Unm	Unm	No
28S	3773	28S_3773	Unm	Unm	No
28S	3774	28S_3774	Unm	Unm	No
28S	3775	28S_3775	Unm	Unm	No
28S	3776	28S_3776	Unm	Unm	No
28S	3777	28S_3777	Unm	Unm	No
28S	3778	28S_3778	Unm	Unm	No
28S	3779	28S_3779	Unm	Unm	No
28S	3780	28S_3780	Unm	Unm	No
28S	3781	28S_3781	Unm	Unm	No
28S	3782	28S_3782	Unm	Unm	No
28S	3783	28S_3783	Unm	Unm	No
28S	3784	28S_3784	Unm	Unm	No
28S	3785	28S_3785	Unm	Unm	No
28S	3786	28S_3786	Unm	Unm	No
28S	3787	28S_3787	Unm	Unm	No
28S	3788	28S_3788	Unm	Unm	No
28S	3789	28S_3789	Unm	Unm	No
28S	3790	28S_3790	Unm	Unm	No
28S	3791	28S_3791	Unm	Unm	No
28S	3792	28S_3792	Unm	Unm	No
28S	3793	28S_3793	Unm	Unm	No
28S	3794	28S_3794	Unm	Unm	No
28S	3795	28S_3795	Unm	Unm	No
28S	3796	28S_3796	Unm	Unm	No
28S	3797	28S_3797	Unm	Unm	No
28S	3798	28S_3798	Unm	Unm	No
28S	3799	28S_3799	Unm	Unm	No
28S	3800	28S_3800	Unm	Unm	No
28S	3801	28S_3801	Unm	Unm	No
28S	3802	28S_3802	Unm	Unm	No
28S	3803	28S_3803	Unm	Unm	No
28S	3804	28S_3804	Unm	Unm	No
28S	3805	28S_3805	Unm	Unm	No
28S	3806	28S_3806	Unm	Unm	No
28S	3807	28S_3807	Unm	Unm	No
28S	3808	28S_3808	Unm	Unm	No
28S	3809	28S_3809	Unm	Unm	No
28S	3810	28S_3810	Unm	Unm	No
28S	3811	28S_3811	Unm	Unm	No
28S	3812	28S_3812	Unm	Unm	No
28S	3813	28S_3813	Unm	Unm	No
28S	3814	28S_3814	Unm	Unm	No
28S	3815	28S_3815	Unm	Unm	No
28S	3816	28S_3816	Unm	Unm	No
28S	3817	28S_3817	Unm	Unm	No
28S	3818	28S_3818	Unm	Unm	No
28S	3819	28S_3819	Unm	Unm	No
28S	3820	28S_3820	Unm	Unm	No
28S	3821	28S_3821	Unm	Unm	No
28S	3822	28S_3822	Unm	Unm	No
28S	3823	28S_3823	Unm	Unm	No
28S	3824	28S_3824	Unm	Unm	No
28S	3825	28S_3825	Unm	Unm	No
28S	3826	28S_3826	Unm	Unm	No
28S	3827	28S_3827	Unm	Unm	No
28S	3828	28S_3828	Unm	Unm	No
28S	3829	28S_3829	Unm	Unm	No
28S	3830	28S_3830	Unm	Unm	No
28S	3831	28S_3831	Unm	Unm	No
28S	3832	28S_3832	Unm	Unm	No
28S	3833	28S_3833	Unm	Unm	No
28S	3834	28S_3834	Unm	Unm	No
28S	3835	28S_3835	Unm	Unm	No
28S	3836	28S_3836	Unm	Unm	No
28S	3837	28S_3837	Unm	Unm	No
28S	3838	28S_3838	Unm	Unm	No
28S	3839	28S_3839	Unm	Unm	No
28S	3840	28S_3840	Unm	Unm	No
28S	3841	28S_3841	Unm	Unm	No
28S	3842	28S_3842	Unm	Unm	No
28S	3843	28S_3843	Unm	Unm	No
28S	3844	28S_3844	Unm	Unm	No
28S	3845	28S_3845	Unm	Unm	No
28S	3846	28S_3846	Unm	Unm	No
28S	3847	28S_3847	Unm	Unm	No
28S	3848	28S_3848	Unm	Unm	No
28S	3849	28S_3849	Unm	Unm	No
28S	3850	28S_3850	Unm	Unm	No
28S	3851	28S_3851	Unm	Unm	No
28S	3852	28S_3852	Unm	Unm	No
28S	3853	28S_3853	Unm	Unm	No
28S	3854	28S_3854	Unm	Unm	No
28S	3855	28S_3855	Unm	Unm	No
28S	3856	28S_3856	Unm	Unm	No
28S	3857	28S_3857	Unm	Unm	No
28S	3858	28S_3858	Unm	Unm	No
28S	3859	28S_3859	Unm	Unm	No
28S	3860	28S_3860	Unm	Unm	No
28S	3861	28S_3861	Unm	Unm	No
28S	3862	28S_3862	Unm	Unm	No
28S	3863	28S_3863	Unm	Unm	No
28S	3864	28S_3864	Unm	Unm	No
28S	3865	28S_3865	Unm	Unm	No
28S	3866	28S_3866	Unm	Unm	No
28S	3867	28S_3867	Unm	Unm	No
28S	3868	28S_3868	Unm	Unm	No
28S	3869	28S_3869	Unm	Unm	No
28S	3870	28S_3870	Unm	Unm	No
28S	3871	28S_3871	Unm	Unm	No
28S	3872	28S_3872	Unm	Unm	No
28S	3873	28S_3873	Unm	Unm	No
28S	3874	28S_3874	Unm	Unm	No
28S	3875	28S_3875	Unm	Unm	No
28S	3876	28S_3876	Unm	Unm	No
28S	3877	28S_3877	Unm	Unm	No
28S	3878	28S_3878	Unm	Unm	No
28S	3879	28S_3879	Unm	Unm	No
28S	3880	28S_3880	Unm	Unm	No
28S	3881	28S_3881	Unm	Unm	No
28S	3882	28S_3882	Unm	Unm	No
28S	3883	28S_3883	Unm	Unm	No
28S	3884	28S_3884	Unm	Unm	No
28S	3885	28S_3885	Unm	Unm	No
28S	3886	28S_3886	Unm	Unm	No
28S	3887	28S_3887	Unm	Unm	No
28S	3888	28S_3888	Unm	Unm	No
28S	3889	28S_3889	Unm	Unm	No
28S	3890	28S_3890	Unm	Unm	No
28S	3891	28S_3891	Unm	Unm	No
28S	3892	28S_3892	Unm	Unm	No
28S	3893	28S_3893	Unm	Unm	No
28S	3894	28S_3894	Unm	Unm	No
28S	3895	28S_3895	Unm	Unm	No
28S	3896	28S_3896	Unm	Unm	No
28S	3897	28S_3897	Unm	Unm	No
28S	3898	28S_3898	Unm	Unm	No
28S	3899	28S_3899	Unm	Unm	No
28S	3900	28S_3900	Unm	Unm	No
28S	3901	28S_3901	Unm	Unm	No
28S	3902	28S_3902	Unm	Unm	No
28S	3903	28S_3903	Unm	Unm	No
28S	3904	28S_3904	Unm	Unm	No
28S	3905	28S_3905	Unm	Unm	No
28S	3906	28S_3906	Unm	Unm	No
28S	3907	28S_3907	Unm	Unm	No
28S	3908	28S_3908	Unm	Unm	No
28S	3909	28S_3909	Unm	Unm	No
28S	3910	28S_3910	Unm	Unm	No
28S	3911	28S_3911	Unm	Unm	No
28S	3912	28S_3912	Unm	Unm	No
28S	3913	28S_3913	Unm	Unm	No
28S	3914	28S_3914	Unm	Unm	No
28S	3915	28S_3915	Unm	Unm	No
28S	3916	28S_3916	Unm	Unm	No
28S	3917	28S_3917	Unm	Unm	No
28S	3918	28S_3918	Unm	Unm	No
28S	3919	28S_3919	Unm	Unm	No
28S	3920	28S_3920	Unm	Unm	No
28S	3921	28S_3921	Unm	Unm	No
28S	3922	28S_3922	Unm	Unm	No
28S	3923	28S_3923	Unm	Unm	No
28S	3924	28S_3924	Unm	Unm	No
28S	3925	28S_3925	Unm	Unm	No
28S	3926	28S_3926	Unm	Unm	No
28S	3927	28S_3927	Unm	Unm	No
28S	3928	28S_3928	Unm	Unm	No
28S	3929	28S_3929	Unm	Unm	No
28S	3930	28S_3930	Unm	Unm	No
28S	3931	28S_3931	Unm	Unm	No
28S	3932	28S_3932	Unm	Unm	No
28S	3933	28S_3933	Unm	Unm	No
28S	3934	28S_3934	Unm	Unm	No
28S	3935	28S_3935	Unm	Unm	No
28S	3936	28S_3936	Unm	Unm	No
28S	3937	28S_3937	Unm	Unm	No
28S	3938	28S_3938	Unm	Unm	No
28S	3939	28S_3939	Unm	Unm	No
28S	3940	28S_3940	Unm	Unm	No
28S	3941	28S_3941	Unm	Unm	Yes
28S	3942	28S_3942	Unm	Unm	Yes
28S	3954	28S_3954	Unm	Unm	Yes
28S	3955	28S_3955	Unm	Unm	Yes
28S	3956	28S_3956	Unm	Unm	No
28S	3957	28S_3957	Unm	Unm	No
28S	3958	28S_3958	Unm	Unm	No
28S	3959	28S_3959	Unm	Unm	No
28S	3960	28S_3960	Unm	Unm	Yes
28S	3961	28S_3961	Unm	Unm	Yes
28S	3967	28S_3967	Unm	Unm	Yes
28S	3968	28S_3968	Unm	Unm	Yes
28S	3969	28S_3969	Unm	Unm	No
28S	3970	28S_3970	Unm	Unm	No
28S	3971	28S_3971	Unm	Unm	No
28S	3972	28S_3972	Unm	Unm	No
28S	3973	28S_3973	Unm	Unm	No
28S	3974	28S_3974	Unm	Unm	No
28S	3975	28S_3975	Unm	Unm	No
28S	3976	28S_3976	Unm	Unm	No
28S	3977	28S_3977	Unm	Unm	No
28S	3978	28S_3978	Unm	Unm	No
28S	3979	28S_3979	Unm	Unm	No
28S	3980	28S_3980	Unm	Unm	No
28S	3981	28S_3981	Unm	Unm	No
28S	3982	28S_3982	Unm	Unm	No
28S	3983	28S_3983	Unm	Unm	No
28S	3984	28S_3984	Unm	Unm	No
28S	3985	28S_3985	Unm	Unm	No
28S	3986	28S_3986	Unm	Unm	No
28S	3987	28S_3987	Unm	Unm	No
28S	3988	28S_3988	Unm	Unm	No
28S	3989	28S_3989	Unm	Unm	No
28S	3990	28S_3990	Unm	Unm	No
28S	3991	28S_3991	Unm	Unm	No
28S	3992	28S_3992	Unm	Unm	No
28S	3993	28S_3993	Unm	Unm	No
28S	3994	28S_3994	Unm	Unm	No
28S	3995	28S_3995	Unm	Unm	No
28S	3996	28S_3996	Unm	Unm	No
28S	3997	28S_3997	Unm	Unm	No
28S	3998	28S_3998	Unm	Unm	No
28S	3999	28S_3999	Unm	Unm	No
28S	4000	28S_4000	Unm	Unm	No
28S	4001	28S_4001	Unm	Unm	Yes
28S	4002	28S_4002	Unm	Unm	Yes
28S	4008	28S_4008	Unm	Unm	Yes
28S	4009	28S_4009	Unm	Unm	Yes
28S	4010	28S_4010	Unm	Unm	Yes
28S	4016	28S_4016	Unm	Unm	Yes
28S	4017	28S_4017	Unm	Unm	Yes
28S	4018	28S_4018	Unm	Unm	No
28S	4019	28S_4019	Unm	Unm	No
28S	4020	28S_4020	Unm	Unm	No
28S	4021	28S_4021	Unm	Unm	No
28S	4022	28S_4022	Unm	Unm	No
28S	4023	28S_4023	Unm	Unm	No
28S	4024	28S_4024	Unm	Unm	No
28S	4025	28S_4025	Unm	Unm	No
28S	4026	28S_4026	Unm	Unm	No
28S	4027	28S_4027	Unm	Unm	No
28S	4028	28S_4028	Unm	Unm	No
28S	4029	28S_4029	Unm	Unm	No
28S	4030	28S_4030	Unm	Unm	No
28S	4031	28S_4031	Unm	Unm	No
28S	4032	28S_4032	Unm	Unm	No
28S	4033	28S_4033	Unm	Unm	No
28S	4034	28S_4034	Unm	Unm	No
28S	4035	28S_4035	Unm	Unm	No
28S	4036	28S_4036	Unm	Unm	No
28S	4037	28S_4037	Unm	Unm	No
28S	4038	28S_4038	Unm	Unm	No
28S	4039	28S_4039	Unm	Unm	No
28S	4040	28S_4040	Unm	Unm	No
28S	4041	28S_4041	Unm	Unm	No
28S	4042	28S_4042	Unm	Unm	No
28S	4043	28S_4043	Unm	Unm	No
28S	4044	28S_4044	Unm	Unm	No
28S	4045	28S_4045	Unm	Unm	No
28S	4046	28S_4046	Unm	Unm	No
28S	4047	28S_4047	Unm	Unm	No
28S	4048	28S_4048	Unm	Unm	No
28S	4049	28S_4049	Unm	Unm	No
28S	4050	28S_4050	Unm	Unm	No
28S	4051	28S_4051	Unm	Unm	Yes
28S	4052	28S_4052	Unm	Unm	Yes
28S	4058	28S_4058	Unm	Unm	Yes
28S	4059	28S_4059	Unm	Unm	Yes
28S	4060	28S_4060	Unm	Unm	No
28S	4061	28S_4061	Unm	Unm	No
28S	4062	28S_4062	Unm	Unm	No
28S	4063	28S_4063	Unm	Unm	No
28S	4064	28S_4064	Unm	Unm	No
28S	4065	28S_4065	Unm	Unm	No
28S	4066	28S_4066	Unm	Unm	No
28S	4067	28S_4067	Unm	Unm	No
28S	4068	28S_4068	Unm	Unm	Yes
28S	4069	28S_4069	Unm	Unm	Yes
28S	4078	28S_4078	Unm	Unm	Yes
28S	4079	28S_4079	Unm	Unm	Yes
28S	4080	28S_4080	Unm	Unm	Yes
28S	4086	28S_4086	Unm	Unm	Yes
28S	4087	28S_4087	Unm	Unm	Yes
28S	4088	28S_4088	Unm	Unm	No
28S	4089	28S_4089	Unm	Unm	No
28S	4090	28S_4090	Unm	Unm	Yes
28S	4091	28S_4091	Unm	Unm	Yes
28S	4097	28S_4097	Unm	Unm	Yes
28S	4098	28S_4098	Unm	Unm	Yes
28S	4099	28S_4099	Unm	Unm	No
28S	4100	28S_4100	Unm	Unm	No
28S	4101	28S_4101	Unm	Unm	No
28S	4102	28S_4102	Unm	Unm	No
28S	4103	28S_4103	Unm	Unm	No
28S	4104	28S_4104	Unm	Unm	No
28S	4105	28S_4105	Unm	Unm	Yes
28S	4106	28S_4106	Unm	Unm	Yes
28S	4112	28S_4112	Unm	Unm	Yes
28S	4113	28S_4113	Unm	Unm	Yes
28S	4114	28S_4114	Unm	Unm	No
28S	4115	28S_4115	Unm	Unm	No
28S	4116	28S_4116	Unm	Unm	No
28S	4117	28S_4117	Unm	Unm	No
28S	4118	28S_4118	Unm	Unm	No
28S	4119	28S_4119	Unm	Unm	Yes
28S	4120	28S_4120	Unm	Unm	Yes
28S	4126	28S_4126	Unm	Unm	Yes
28S	4127	28S_4127	Unm	Unm	Yes
28S	4128	28S_4128	Unm	Unm	No
28S	4129	28S_4129	Unm	Unm	No
28S	4130	28S_4130	Unm	Unm	No
28S	4131	28S_4131	Unm	Unm	No
28S	4132	28S_4132	Unm	Unm	No
28S	4133	28S_4133	Unm	Unm	No
28S	4134	28S_4134	Unm	Unm	No
28S	4135	28S_4135	Unm	Unm	No
28S	4136	28S_4136	Unm	Unm	No
28S	4137	28S_4137	Unm	Unm	No
28S	4138	28S_4138	Unm	Unm	No
28S	4139	28S_4139	Unm	Unm	No
28S	4140	28S_4140	Unm	Unm	No
28S	4141	28S_4141	Unm	Unm	Yes
28S	4142	28S_4142	Unm	Unm	Yes
28S	4148	28S_4148	Unm	Unm	Yes
28S	4149	28S_4149	Unm	Unm	Yes
28S	4155	28S_4155	Unm	Unm	Yes
28S	4156	28S_4156	Unm	Unm	Yes
28S	4157	28S_4157	Unm	Unm	No
28S	4158	28S_4158	Unm	Unm	No
28S	4159	28S_4159	Unm	Unm	No
28S	4160	28S_4160	Unm	Unm	No
28S	4161	28S_4161	Unm	Unm	No
28S	4162	28S_4162	Unm	Unm	No
28S	4163	28S_4163	Unm	Unm	No
28S	4164	28S_4164	Unm	Unm	No
28S	4165	28S_4165	Unm	Unm	No
28S	4166	28S_4166	Unm	Unm	No
28S	4167	28S_4167	Unm	Unm	No
28S	4168	28S_4168	Unm	Unm	No
28S	4169	28S_4169	Unm	Unm	Yes
28S	4170	28S_4170	Unm	Unm	Yes
28S	4176	28S_4176	Unm	Unm	Yes
28S	4177	28S_4177	Unm	Unm	Yes
28S	4178	28S_4178	Unm	Unm	No
28S	4179	28S_4179	Unm	Unm	Yes
28S	4180	28S_4180	Unm	Unm	Yes
28S	4187	28S_4187	Unm	Unm	Yes
28S	4188	28S_4188	Unm	Unm	No
28S	4189	28S_4189	Unm	Unm	No
28S	4190	28S_4190	Unm	Unm	No
28S	4191	28S_4191	Unm	Unm	No
28S	4192	28S_4192	Unm	Unm	No
28S	4193	28S_4193	Unm	Unm	No
28S	4194	28S_4194	Unm	Unm	No
28S	4195	28S_4195	Unm	Unm	No
28S	4196	28S_4196	Unm	Unm	No
28S	4197	28S_4197	Unm	Unm	No
28S	4198	28S_4198	Unm	Unm	No
28S	4199	28S_4199	Unm	Unm	No
28S	4200	28S_4200	Unm	Unm	Yes
28S	4201	28S_4201	Unm	Unm	Yes
28S	4207	28S_4207	Unm	Unm	Yes
28S	4208	28S_4208	Unm	Unm	Yes
28S	4209	28S_4209	Unm	Unm	No
28S	4210	28S_4210	Unm	Unm	No
28S	4211	28S_4211	Unm	Unm	No
28S	4212	28S_4212	Unm	Unm	No
28S	4213	28S_4213	Unm	Unm	No
28S	4214	28S_4214	Unm	Unm	No
28S	4215	28S_4215	Unm	Unm	No
28S	4216	28S_4216	Unm	Unm	No
28S	4217	28S_4217	Unm	Unm	No
28S	4218	28S_4218	Unm	Unm	No
28S	4219	28S_4219	Unm	Unm	No
28S	4220	28S_4220	Unm	Unm	No
28S	4221	28S_4221	Unm	Unm	No
28S	4222	28S_4222	Unm	Unm	No
28S	4223	28S_4223	Unm	Unm	No
28S	4224	28S_4224	Unm	Unm	Yes
28S	4225	28S_4225	Unm	Unm	Yes
28S	4234	28S_4234	Unm	Unm	Yes
28S	4235	28S_4235	Unm	Unm	Yes
28S	4236	28S_4236	Unm	Unm	No
28S	4237	28S_4237	Unm	Unm	No
28S	4238	28S_4238	Unm	Unm	No
28S	4239	28S_4239	Unm	Unm	No
28S	4240	28S_4240	Unm	Unm	No
28S	4241	28S_4241	Unm	Unm	No
28S	4242	28S_4242	Unm	Unm	No
28S	4243	28S_4243	Unm	Unm	No
28S	4244	28S_4244	Unm	Unm	No
28S	4245	28S_4245	Unm	Unm	No
28S	4246	28S_4246	Unm	Unm	No
28S	4247	28S_4247	Unm	Unm	No
28S	4248	28S_4248	Unm	Unm	No
28S	4249	28S_4249	Unm	Unm	No
28S	4250	28S_4250	Unm	Unm	No
28S	4251	28S_4251	Unm	Unm	No
28S	4252	28S_4252	Unm	Unm	No
28S	4253	28S_4253	Unm	Unm	No
28S	4254	28S_4254	Unm	Unm	No
28S	4255	28S_4255	Unm	Unm	No
28S	4256	28S_4256	Unm	Unm	No
28S	4257	28S_4257	Unm	Unm	No
28S	4258	28S_4258	Unm	Unm	No
28S	4259	28S_4259	Unm	Unm	No
28S	4260	28S_4260	Unm	Unm	No
28S	4261	28S_4261	Unm	Unm	No
28S	4262	28S_4262	Unm	Unm	No
28S	4263	28S_4263	Unm	Unm	No
28S	4264	28S_4264	Unm	Unm	No
28S	4265	28S_4265	Unm	Unm	No
28S	4266	28S_4266	Unm	Unm	No
28S	4267	28S_4267	Unm	Unm	No
28S	4268	28S_4268	Unm	Unm	No
28S	4269	28S_4269	Unm	Unm	No
28S	4270	28S_4270	Unm	Unm	No
28S	4271	28S_4271	Unm	Unm	No
28S	4272	28S_4272	Unm	Unm	No
28S	4273	28S_4273	Unm	Unm	No
28S	4274	28S_4274	Unm	Unm	No
28S	4275	28S_4275	Unm	Unm	No
28S	4276	28S_4276	Unm	Unm	Yes
28S	4277	28S_4277	Unm	Unm	Yes
28S	4283	28S_4283	Unm	Unm	Yes
28S	4284	28S_4284	Unm	Unm	Yes
28S	4285	28S_4285	Unm	Unm	Yes
28S	4291	28S_4291	Unm	Unm	Yes
28S	4292	28S_4292	Unm	Unm	Yes
28S	4293	28S_4293	Unm	Unm	No
28S	4294	28S_4294	Unm	Unm	No
28S	4295	28S_4295	Unm	Unm	No
28S	4296	28S_4296	Unm	Unm	No
28S	4297	28S_4297	Unm	Unm	No
28S	4298	28S_4298	Unm	Unm	No
28S	4299	28S_4299	Unm	Unm	No
28S	4300	28S_4300	Unm	Unm	No
28S	4301	28S_4301	Unm	Unm	No
28S	4302	28S_4302	Unm	Unm	No
28S	4303	28S_4303	Unm	Unm	No
28S	4304	28S_4304	Unm	Unm	No
28S	4305	28S_4305	Unm	Unm	No
28S	4306	28S_4306	Unm	Unm	No
